Country,Year,Gender_Female,Gender_Male,Gender_Total,Age_Under18,Age_Over18,Age_Total,VALUE
Lithuania,2020-01-01,0,0,1,0,0,1,54
Latvia,2020-01-01,0,0,1,0,0,1,115
"China, Macao Special Administrative Region",2020-01-01,0,0,1,0,0,1,102
Morocco,2020-01-01,0,0,1,0,0,1,2321
Mexico,2020-01-01,0,0,1,0,0,1,30485
Myanmar,2020-01-01,0,0,1,0,0,1,56
Mongolia,2020-01-01,0,0,1,0,0,1,14
Netherlands (Kingdom of the),2020-01-01,0,0,1,0,0,1,1955
Norway,2020-01-01,0,0,1,0,0,1,2389
Panama,2020-01-01,0,0,1,0,0,1,17
Poland,2020-01-01,0,0,1,0,0,1,360
Romania,2020-01-01,0,0,1,0,0,1,319
El Salvador,2020-01-01,0,0,1,0,0,1,770
Serbia,2020-01-01,0,0,1,0,0,1,393
Slovakia,2020-01-01,0,0,1,0,0,1,59
Slovenia,2020-01-01,0,0,1,0,0,1,69
Sweden,2020-01-01,0,0,1,0,0,1,11567
Albania,2021-01-01,0,0,1,0,0,1,70
Austria,2021-01-01,0,0,1,0,0,1,2209
Azerbaijan,2021-01-01,0,0,1,0,0,1,8
Belgium,2021-01-01,0,0,1,0,0,1,5697
Bahamas,2021-01-01,0,0,1,0,0,1,6
Bolivia (Plurinational State of),2021-01-01,0,0,1,0,0,1,2291
Barbados,2021-01-01,0,0,1,0,0,1,92
Canada,2021-01-01,0,0,1,0,0,1,34384
Switzerland,2021-01-01,0,0,1,0,0,1,720
Chile,2021-01-01,0,0,1,0,0,1,14614
Costa Rica,2021-01-01,0,0,1,0,0,1,4958
Cyprus,2021-01-01,0,0,1,0,0,1,8
Czechia,2021-01-01,0,0,1,0,0,1,82
Germany,2021-01-01,0,0,1,0,0,1,31380
Dominican Republic,2021-01-01,0,0,1,0,0,1,2593
Spain,2021-01-01,0,0,1,0,0,1,12775
Finland,2021-01-01,0,0,1,0,0,1,3043
France,2021-01-01,0,0,1,0,0,1,42676
United Kingdom (England and Wales),2021-01-01,0,0,1,0,0,1,49844
United Kingdom (Northern Ireland),2021-01-01,0,0,1,0,0,1,1638
United Kingdom (Scotland),2021-01-01,0,0,1,0,0,1,5487
Greece,2021-01-01,0,0,1,0,0,1,12
Grenada,2021-01-01,0,0,1,0,0,1,47
Guatemala,2021-01-01,0,0,1,0,0,1,3097
Guyana,2021-01-01,0,0,1,0,0,1,43
Honduras,2021-01-01,0,0,1,0,0,1,1083
Croatia,2021-01-01,0,0,1,0,0,1,393
Ireland,2021-01-01,0,0,1,0,0,1,1880
Saint Kitts and Nevis,2021-01-01,0,0,1,0,0,1,17
Lithuania,2021-01-01,0,0,1,0,0,1,79
Latvia,2021-01-01,0,0,1,0,0,1,173
"China, Macao Special Administrative Region",2021-01-01,0,0,1,0,0,1,102
Morocco,2021-01-01,0,0,1,0,0,1,4194
Mexico,2021-01-01,0,0,1,0,0,1,38570
Mongolia,2021-01-01,0,0,1,0,0,1,8
Netherlands (Kingdom of the),2021-01-01,0,0,1,0,0,1,2265
Norway,2021-01-01,0,0,1,0,0,1,2799
Panama,2021-01-01,0,0,1,0,0,1,6
Poland,2021-01-01,0,0,1,0,0,1,353
Romania,2021-01-01,0,0,1,0,0,1,395
El Salvador,2021-01-01,0,0,1,0,0,1,1372
Serbia,2021-01-01,0,0,1,0,0,1,546
Slovakia,2021-01-01,0,0,1,0,0,1,72
Slovenia,2021-01-01,0,0,1,0,0,1,64
Sweden,2021-01-01,0,0,1,0,0,1,12636
Albania,2022-01-01,0,0,1,0,0,1,112
Austria,2022-01-01,0,0,1,0,0,1,2568
Bahamas,2022-01-01,0,0,1,0,0,1,10
Bolivia (Plurinational State of),2022-01-01,0,0,1,0,0,1,3046
Barbados,2022-01-01,0,0,1,0,0,1,80
Canada,2022-01-01,0,0,1,0,0,1,35965
Switzerland,2022-01-01,0,0,1,0,0,1,752
Chile,2022-01-01,0,0,1,0,0,1,18740
Costa Rica,2022-01-01,0,0,1,0,0,1,5521
Cyprus,2022-01-01,0,0,1,0,0,1,0
Czechia,2022-01-01,0,0,1,0,0,1,90
Germany,2022-01-01,0,0,1,0,0,1,37132
Dominican Republic,2022-01-01,0,0,1,0,0,1,2422
Spain,2022-01-01,0,0,1,0,0,1,12775
Finland,2022-01-01,0,0,1,0,0,1,3285
France,2022-01-01,0,0,1,0,0,1,47477
United Kingdom (England and Wales),2022-01-01,0,0,1,0,0,1,75023
United Kingdom (Northern Ireland),2022-01-01,0,0,1,0,0,1,1802
United Kingdom (Scotland),2022-01-01,0,0,1,0,0,1,5400
Greece,2022-01-01,0,0,1,0,0,1,19
Grenada,2022-01-01,0,0,1,0,0,1,28
Guyana,2022-01-01,0,0,1,0,0,1,63
Honduras,2022-01-01,0,0,1,0,0,1,1103
Croatia,2022-01-01,0,0,1,0,0,1,333
Ireland,2022-01-01,0,0,1,0,0,1,2073
Saint Kitts and Nevis,2022-01-01,0,0,1,0,0,1,32
Lithuania,2022-01-01,0,0,1,0,0,1,74
Latvia,2022-01-01,0,0,1,0,0,1,170
"China, Macao Special Administrative Region",2022-01-01,0,0,1,0,0,1,122
Morocco,2022-01-01,0,0,1,0,0,1,4802
Mexico,2022-01-01,0,0,1,0,0,1,49025
Myanmar,2022-01-01,0,0,1,0,0,1,71
Netherlands (Kingdom of the),2022-01-01,0,0,1,0,0,1,2950
Norway,2022-01-01,0,0,1,0,0,1,2511
Panama,2022-01-01,0,0,1,0,0,1,11
Poland,2022-01-01,0,0,1,0,0,1,358
Romania,2022-01-01,0,0,1,0,0,1,450
El Salvador,2022-01-01,0,0,1,0,0,1,1479
Serbia,2022-01-01,0,0,1,0,0,1,376
Slovakia,2022-01-01,0,0,1,0,0,1,88
Slovenia,2022-01-01,0,0,1,0,0,1,71
Sweden,2022-01-01,0,0,1,0,0,1,11305
Austria,2013-01-01,0,0,1,0,0,1,332
Canada,2013-01-01,0,0,1,0,0,1,5235
Switzerland,2013-01-01,0,0,1,0,0,1,0
Chile,2013-01-01,0,0,1,0,0,1,242
Cyprus,2013-01-01,0,0,1,0,0,1,0
Czechia,2013-01-01,0,0,1,0,0,1,1
Dominican Republic,2013-01-01,0,0,1,0,0,1,3883
United Kingdom (Northern Ireland),2013-01-01,0,0,1,0,0,1,623
United Kingdom (Scotland),2013-01-01,0,0,1,0,0,1,2901
Greece,2013-01-01,0,0,1,0,0,1,132
Guatemala,2013-01-01,0,0,1,0,0,1,262
Lithuania,2013-01-01,0,0,1,0,0,1,0
Mexico,2013-01-01,0,0,1,0,0,1,7118
Myanmar,2013-01-01,0,0,1,0,0,1,82
Netherlands (Kingdom of the),2013-01-01,0,0,1,0,0,1,1227
Norway,2013-01-01,0,0,1,0,0,1,301
Poland,2013-01-01,0,0,1,0,0,1,1835
Serbia,2013-01-01,0,0,1,0,0,1,1
Slovakia,2013-01-01,0,0,1,0,0,1,486
Slovenia,2013-01-01,0,0,1,0,0,1,276
Sweden,2013-01-01,0,0,1,0,0,1,383
Austria,2014-01-01,0,0,1,0,0,1,281
Bahamas,2014-01-01,0,0,1,0,0,1,0
Canada,2014-01-01,0,0,1,0,0,1,5424
Switzerland,2014-01-01,0,0,1,0,0,1,0
Chile,2014-01-01,0,0,1,0,0,1,277
Costa Rica,2014-01-01,0,0,1,0,0,1,1678
Cyprus,2014-01-01,0,0,1,0,0,1,0
Czechia,2014-01-01,0,0,1,0,0,1,3
Dominican Republic,2014-01-01,0,0,1,0,0,1,4338
United Kingdom (Northern Ireland),2014-01-01,0,0,1,0,0,1,740
United Kingdom (Scotland),2014-01-01,0,0,1,0,0,1,2926
Greece,2014-01-01,0,0,1,0,0,1,141
Grenada,2014-01-01,0,0,1,0,0,1,91
Guatemala,2014-01-01,0,0,1,0,0,1,301
Lithuania,2014-01-01,0,0,1,0,0,1,0
Mexico,2014-01-01,0,0,1,0,0,1,4001
Myanmar,2014-01-01,0,0,1,0,0,1,78
Netherlands (Kingdom of the),2014-01-01,0,0,1,0,0,1,1255
Norway,2014-01-01,0,0,1,0,0,1,309
Poland,2014-01-01,0,0,1,0,0,1,1754
Slovakia,2014-01-01,0,0,1,0,0,1,543
Slovenia,2014-01-01,0,0,1,0,0,1,204
Sweden,2014-01-01,0,0,1,0,0,1,403
Austria,2015-01-01,0,0,1,0,0,1,340
Bahamas,2015-01-01,0,0,1,0,0,1,0
Canada,2015-01-01,0,0,1,0,0,1,6506
Switzerland,2015-01-01,0,0,1,0,0,1,0
Chile,2015-01-01,0,0,1,0,0,1,282
Costa Rica,2015-01-01,0,0,1,0,0,1,1717
Cyprus,2015-01-01,0,0,1,0,0,1,0
Czechia,2015-01-01,0,0,1,0,0,1,3
Dominican Republic,2015-01-01,0,0,1,0,0,1,2824
Spain,2015-01-01,0,0,1,0,0,1,0
United Kingdom (Northern Ireland),2015-01-01,0,0,1,0,0,1,855
United Kingdom (Scotland),2015-01-01,0,0,1,0,0,1,3542
Greece,2015-01-01,0,0,1,0,0,1,173
Grenada,2015-01-01,0,0,1,0,0,1,132
Guatemala,2015-01-01,0,0,1,0,0,1,364
Lithuania,2015-01-01,0,0,1,0,0,1,0
"China, Macao Special Administrative Region",2015-01-01,0,0,1,0,0,1,0
Mexico,2015-01-01,0,0,1,0,0,1,2972
Myanmar,2015-01-01,0,0,1,0,0,1,60
Netherlands (Kingdom of the),2015-01-01,0,0,1,0,0,1,1185
Norway,2015-01-01,0,0,1,0,0,1,337
Poland,2015-01-01,0,0,1,0,0,1,1677
Romania,2015-01-01,0,0,1,0,0,1,644
Serbia,2015-01-01,0,0,1,0,0,1,3
Slovakia,2015-01-01,0,0,1,0,0,1,483
Slovenia,2015-01-01,0,0,1,0,0,1,186
Sweden,2015-01-01,0,0,1,0,0,1,374
Austria,2016-01-01,0,0,1,0,0,1,339
Azerbaijan,2016-01-01,0,0,1,0,0,1,69
Bahamas,2016-01-01,0,0,1,0,0,1,0
Barbados,2016-01-01,0,0,1,0,0,1,45
Canada,2016-01-01,0,0,1,0,0,1,8910
Switzerland,2016-01-01,0,0,1,0,0,1,0
Chile,2016-01-01,0,0,1,0,0,1,448
Costa Rica,2016-01-01,0,0,1,0,0,1,0
Cyprus,2016-01-01,0,0,1,0,0,1,0
Czechia,2016-01-01,0,0,1,0,0,1,15
Dominican Republic,2016-01-01,0,0,1,0,0,1,3001
Spain,2016-01-01,0,0,1,0,0,1,0
United Kingdom (Northern Ireland),2016-01-01,0,0,1,0,0,1,988
United Kingdom (Scotland),2016-01-01,0,0,1,0,0,1,3914
Greece,2016-01-01,0,0,1,0,0,1,75
Grenada,2016-01-01,0,0,1,0,0,1,160
Guatemala,2016-01-01,0,0,1,0,0,1,505
Guyana,2016-01-01,0,0,1,0,0,1,14
Honduras,2016-01-01,0,0,1,0,0,1,596
Croatia,2016-01-01,0,0,1,0,0,1,41
Hungary,2016-01-01,0,0,1,0,0,1,2
Saint Kitts and Nevis,2016-01-01,0,0,1,0,0,1,0
Lithuania,2016-01-01,0,0,1,0,0,1,0
"China, Macao Special Administrative Region",2016-01-01,0,0,1,0,0,1,5
Morocco,2016-01-01,0,0,1,0,0,1,159
Mexico,2016-01-01,0,0,1,0,0,1,4205
Myanmar,2016-01-01,0,0,1,0,0,1,89
Mongolia,2016-01-01,0,0,1,0,0,1,0
Netherlands (Kingdom of the),2016-01-01,0,0,1,0,0,1,985
Norway,2016-01-01,0,0,1,0,0,1,400
Poland,2016-01-01,0,0,1,0,0,1,1851
Romania,2016-01-01,0,0,1,0,0,1,750
El Salvador,2016-01-01,0,0,1,0,0,1,2269
Slovakia,2016-01-01,0,0,1,0,0,1,515
Slovenia,2016-01-01,0,0,1,0,0,1,280
Sweden,2016-01-01,0,0,1,0,0,1,404
Austria,2017-01-01,0,0,1,0,0,1,344
Azerbaijan,2017-01-01,0,0,1,0,0,1,83
Bahamas,2017-01-01,0,0,1,0,0,1,146
Barbados,2017-01-01,0,0,1,0,0,1,56
Canada,2017-01-01,0,0,1,0,0,1,2452
Switzerland,2017-01-01,0,0,1,0,0,1,0
Chile,2017-01-01,0,0,1,0,0,1,186
Costa Rica,2017-01-01,0,0,1,0,0,1,0
Cyprus,2017-01-01,0,0,1,0,0,1,0
Czechia,2017-01-01,0,0,1,0,0,1,13
Germany,2017-01-01,0,0,1,0,0,1,0
Dominican Republic,2017-01-01,0,0,1,0,0,1,2234
Spain,2017-01-01,0,0,1,0,0,1,0
United Kingdom (Northern Ireland),2017-01-01,0,0,1,0,0,1,989
United Kingdom (Scotland),2017-01-01,0,0,1,0,0,1,4547
Greece,2017-01-01,0,0,1,0,0,1,73
Grenada,2017-01-01,0,0,1,0,0,1,124
Guatemala,2017-01-01,0,0,1,0,0,1,639
Guyana,2017-01-01,0,0,1,0,0,1,15
Honduras,2017-01-01,0,0,1,0,0,1,527
Croatia,2017-01-01,0,0,1,0,0,1,19
Hungary,2017-01-01,0,0,1,0,0,1,0
Saint Kitts and Nevis,2017-01-01,0,0,1,0,0,1,0
Lithuania,2017-01-01,0,0,1,0,0,1,0
"China, Macao Special Administrative Region",2017-01-01,0,0,1,0,0,1,8
Morocco,2017-01-01,0,0,1,0,0,1,317
Mexico,2017-01-01,0,0,1,0,0,1,3550
Netherlands (Kingdom of the),2017-01-01,0,0,1,0,0,1,845
Norway,2017-01-01,0,0,1,0,0,1,430
Panama,2017-01-01,0,0,1,0,0,1,2452
Poland,2017-01-01,0,0,1,0,0,1,2047
Romania,2017-01-01,0,0,1,0,0,1,0
El Salvador,2017-01-01,0,0,1,0,0,1,2104
Slovakia,2017-01-01,0,0,1,0,0,1,522
Slovenia,2017-01-01,0,0,1,0,0,1,342
Sweden,2017-01-01,0,0,1,0,0,1,400
Austria,2018-01-01,0,0,1,0,0,1,335
Azerbaijan,2018-01-01,0,0,1,0,0,1,77
Bahamas,2018-01-01,0,0,1,0,0,1,113
Barbados,2018-01-01,0,0,1,0,0,1,45
Canada,2018-01-01,0,0,1,0,0,1,3088
Switzerland,2018-01-01,0,0,1,0,0,1,1552
Chile,2018-01-01,0,0,1,0,0,1,163
Costa Rica,2018-01-01,0,0,1,0,0,1,0
Cyprus,2018-01-01,0,0,1,0,0,1,0
Czechia,2018-01-01,0,0,1,0,0,1,12
Dominican Republic,2018-01-01,0,0,1,0,0,1,2547
Spain,2018-01-01,0,0,1,0,0,1,0
United Kingdom (Northern Ireland),2018-01-01,0,0,1,0,0,1,1072
United Kingdom (Scotland),2018-01-01,0,0,1,0,0,1,5156
Greece,2018-01-01,0,0,1,0,0,1,84
Grenada,2018-01-01,0,0,1,0,0,1,381
Guatemala,2018-01-01,0,0,1,0,0,1,761
Guyana,2018-01-01,0,0,1,0,0,1,29
Honduras,2018-01-01,0,0,1,0,0,1,404
Croatia,2018-01-01,0,0,1,0,0,1,48
Hungary,2018-01-01,0,0,1,0,0,1,0
Saint Kitts and Nevis,2018-01-01,0,0,1,0,0,1,0
Lithuania,2018-01-01,0,0,1,0,0,1,0
"China, Macao Special Administrative Region",2018-01-01,0,0,1,0,0,1,4
Morocco,2018-01-01,0,0,1,0,0,1,573
Mexico,2018-01-01,0,0,1,0,0,1,3498
Myanmar,2018-01-01,0,0,1,0,0,1,36
Mongolia,2018-01-01,0,0,1,0,0,1,83
Netherlands (Kingdom of the),2018-01-01,0,0,1,0,0,1,840
Norway,2018-01-01,0,0,1,0,0,1,498
Panama,2018-01-01,0,0,1,0,0,1,3126
Poland,2018-01-01,0,0,1,0,0,1,2155
El Salvador,2018-01-01,0,0,1,0,0,1,2382
Slovakia,2018-01-01,0,0,1,0,0,1,492
Slovenia,2018-01-01,0,0,1,0,0,1,287
Sweden,2018-01-01,0,0,1,0,0,1,406
Austria,2019-01-01,0,0,1,0,0,1,473
Azerbaijan,2019-01-01,0,0,1,0,0,1,59
Bahamas,2019-01-01,0,0,1,0,0,1,108
Bolivia (Plurinational State of),2019-01-01,0,0,1,0,0,1,1465
Barbados,2019-01-01,0,0,1,0,0,1,33
Canada,2019-01-01,0,0,1,0,0,1,4004
Switzerland,2019-01-01,0,0,1,0,0,1,1429
Chile,2019-01-01,0,0,1,0,0,1,190
Costa Rica,2019-01-01,0,0,1,0,0,1,0
Cyprus,2019-01-01,0,0,1,0,0,1,0
Czechia,2019-01-01,0,0,1,0,0,1,12
Dominican Republic,2019-01-01,0,0,1,0,0,1,2873
Spain,2019-01-01,0,0,1,0,0,1,0
United Kingdom (England and Wales),2019-01-01,0,0,1,0,0,1,18741
United Kingdom (Northern Ireland),2019-01-01,0,0,1,0,0,1,1045
United Kingdom (Scotland),2019-01-01,0,0,1,0,0,1,5333
Greece,2019-01-01,0,0,1,0,0,1,66
Grenada,2019-01-01,0,0,1,0,0,1,292
Guatemala,2019-01-01,0,0,1,0,0,1,888
Guyana,2019-01-01,0,0,1,0,0,1,201
Honduras,2019-01-01,0,0,1,0,0,1,333
Croatia,2019-01-01,0,0,1,0,0,1,35
Hungary,2019-01-01,0,0,1,0,0,1,4
Saint Kitts and Nevis,2019-01-01,0,0,1,0,0,1,0
Lithuania,2019-01-01,0,0,1,0,0,1,0
"China, Macao Special Administrative Region",2019-01-01,0,0,1,0,0,1,5
Mexico,2019-01-01,0,0,1,0,0,1,2452
Myanmar,2019-01-01,0,0,1,0,0,1,58
Mongolia,2019-01-01,0,0,1,0,0,1,114
Norway,2019-01-01,0,0,1,0,0,1,377
Panama,2019-01-01,0,0,1,0,0,1,3604
Poland,2019-01-01,0,0,1,0,0,1,2274
El Salvador,2019-01-01,0,0,1,0,0,1,2697
Serbia,2019-01-01,0,0,1,0,0,1,0
Slovakia,2019-01-01,0,0,1,0,0,1,523
Slovenia,2019-01-01,0,0,1,0,0,1,0
Sweden,2019-01-01,0,0,1,0,0,1,547
Austria,2020-01-01,0,0,1,0,0,1,322
Azerbaijan,2020-01-01,0,0,1,0,0,1,41
Bahamas,2020-01-01,0,0,1,0,0,1,158
Bolivia (Plurinational State of),2020-01-01,0,0,1,0,0,1,1137
Barbados,2020-01-01,0,0,1,0,0,1,71
Canada,2020-01-01,0,0,1,0,0,1,4019
Switzerland,2020-01-01,0,0,1,0,0,1,1513
Chile,2020-01-01,0,0,1,0,0,1,308
Colombia,2020-01-01,0,0,1,0,0,1,2173
Costa Rica,2020-01-01,0,0,1,0,0,1,0
Cyprus,2020-01-01,0,0,1,0,0,1,0
Czechia,2020-01-01,0,0,1,0,0,1,23
Dominican Republic,2020-01-01,0,0,1,0,0,1,2164
Spain,2020-01-01,0,0,1,0,0,1,0
United Kingdom (England and Wales),2020-01-01,0,0,1,0,0,1,19825
United Kingdom (Northern Ireland),2020-01-01,0,0,1,0,0,1,1074
United Kingdom (Scotland),2020-01-01,0,0,1,0,0,1,5887
Greece,2020-01-01,0,0,1,0,0,1,8
Grenada,2020-01-01,0,0,1,0,0,1,111
Guatemala,2020-01-01,0,0,1,0,0,1,919
Guyana,2020-01-01,0,0,1,0,0,1,60
Honduras,2020-01-01,0,0,1,0,0,1,152
Croatia,2020-01-01,0,0,1,0,0,1,29
Saint Kitts and Nevis,2020-01-01,0,0,1,0,0,1,0
Lithuania,2020-01-01,0,0,1,0,0,1,0
"China, Macao Special Administrative Region",2020-01-01,0,0,1,0,0,1,7
Morocco,2020-01-01,0,0,1,0,0,1,1146
Mexico,2020-01-01,0,0,1,0,0,1,4680
Myanmar,2020-01-01,0,0,1,0,0,1,44
Mongolia,2020-01-01,0,0,1,0,0,1,90
Norway,2020-01-01,0,0,1,0,0,1,437
Panama,2020-01-01,0,0,1,0,0,1,2813
Poland,2020-01-01,0,0,1,0,0,1,2011
El Salvador,2020-01-01,0,0,1,0,0,1,2061
Serbia,2020-01-01,0,0,1,0,0,1,0
Slovakia,2020-01-01,0,0,1,0,0,1,470
Slovenia,2020-01-01,0,0,1,0,0,1,0
Sweden,2020-01-01,0,0,1,0,0,1,693
Austria,2021-01-01,0,0,1,0,0,1,304
Azerbaijan,2021-01-01,0,0,1,0,0,1,49
Bahamas,2021-01-01,0,0,1,0,0,1,125
Bolivia (Plurinational State of),2021-01-01,0,0,1,0,0,1,1513
Barbados,2021-01-01,0,0,1,0,0,1,12
Canada,2021-01-01,0,0,1,0,0,1,4266
Switzerland,2021-01-01,0,0,1,0,0,1,1573
Chile,2021-01-01,0,0,1,0,0,1,359
Costa Rica,2021-01-01,0,0,1,0,0,1,0
Cyprus,2021-01-01,0,0,1,0,0,1,0
Czechia,2021-01-01,0,0,1,0,0,1,20
Dominican Republic,2021-01-01,0,0,1,0,0,1,2796
Spain,2021-01-01,0,0,1,0,0,1,0
United Kingdom (England and Wales),2021-01-01,0,0,1,0,0,1,19043
United Kingdom (Northern Ireland),2021-01-01,0,0,1,0,0,1,1044
United Kingdom (Scotland),2021-01-01,0,0,1,0,0,1,6387
Greece,2021-01-01,0,0,1,0,0,1,49
Grenada,2021-01-01,0,0,1,0,0,1,137
Guatemala,2021-01-01,0,0,1,0,0,1,991
Guyana,2021-01-01,0,0,1,0,0,1,58
Honduras,2021-01-01,0,0,1,0,0,1,497
Croatia,2021-01-01,0,0,1,0,0,1,47
Saint Kitts and Nevis,2021-01-01,0,0,1,0,0,1,0
Lithuania,2021-01-01,0,0,1,0,0,1,0
"China, Macao Special Administrative Region",2021-01-01,0,0,1,0,0,1,5
Morocco,2021-01-01,0,0,1,0,0,1,789
Mexico,2021-01-01,0,0,1,0,0,1,7606
Mongolia,2021-01-01,0,0,1,0,0,1,93
Norway,2021-01-01,0,0,1,0,0,1,505
Panama,2021-01-01,0,0,1,0,0,1,3380
Poland,2021-01-01,0,0,1,0,0,1,2279
El Salvador,2021-01-01,0,0,1,0,0,1,2054
Serbia,2021-01-01,0,0,1,0,0,1,0
Slovakia,2021-01-01,0,0,1,0,0,1,427
Slovenia,2021-01-01,0,0,1,0,0,1,0
Sweden,2021-01-01,0,0,1,0,0,1,648
Austria,2022-01-01,0,0,1,0,0,1,345
Bolivia (Plurinational State of),2022-01-01,0,0,1,0,0,1,1732
Barbados,2022-01-01,0,0,1,0,0,1,4
Canada,2022-01-01,0,0,1,0,0,1,4294
Switzerland,2022-01-01,0,0,1,0,0,1,1528
Chile,2022-01-01,0,0,1,0,0,1,194
Cyprus,2022-01-01,0,0,1,0,0,1,0
Czechia,2022-01-01,0,0,1,0,0,1,19
Dominican Republic,2022-01-01,0,0,1,0,0,1,2523
Spain,2022-01-01,0,0,1,0,0,1,0
United Kingdom (England and Wales),2022-01-01,0,0,1,0,0,1,22986
United Kingdom (Northern Ireland),2022-01-01,0,0,1,0,0,1,1075
United Kingdom (Scotland),2022-01-01,0,0,1,0,0,1,5912
Greece,2022-01-01,0,0,1,0,0,1,59
Grenada,2022-01-01,0,0,1,0,0,1,135
Guyana,2022-01-01,0,0,1,0,0,1,49
Honduras,2022-01-01,0,0,1,0,0,1,359
Croatia,2022-01-01,0,0,1,0,0,1,28
Saint Kitts and Nevis,2022-01-01,0,0,1,0,0,1,0
Lithuania,2022-01-01,0,0,1,0,0,1,0
"China, Macao Special Administrative Region",2022-01-01,0,0,1,0,0,1,6
Mexico,2022-01-01,0,0,1,0,0,1,9207
Myanmar,2022-01-01,0,0,1,0,0,1,37
Norway,2022-01-01,0,0,1,0,0,1,414
Panama,2022-01-01,0,0,1,0,0,1,4078
Poland,2022-01-01,0,0,1,0,0,1,2424
El Salvador,2022-01-01,0,0,1,0,0,1,2521
Slovakia,2022-01-01,0,0,1,0,0,1,403
Slovenia,2022-01-01,0,0,1,0,0,1,0
Sweden,2022-01-01,0,0,1,0,0,1,606
Belgium,2014-01-01,0,0,1,0,0,1,1451
Bahamas,2014-01-01,0,0,1,0,0,1,3
Costa Rica,2014-01-01,0,0,1,0,0,1,173
Czechia,2014-01-01,0,0,1,0,0,1,354
Finland,2014-01-01,0,0,1,0,0,1,253
Greece,2014-01-01,0,0,1,0,0,1,309
Grenada,2014-01-01,0,0,1,0,0,1,0
Italy,2014-01-01,0,0,1,0,0,1,2488
Lithuania,2014-01-01,0,0,1,0,0,1,156
"China, Macao Special Administrative Region",2014-01-01,0,0,1,0,0,1,45
Netherlands (Kingdom of the),2014-01-01,0,0,1,0,0,1,629
Norway,2014-01-01,0,0,1,0,0,1,138
New Zealand,2014-01-01,0,0,1,0,0,1,98
Poland,2014-01-01,0,0,1,0,0,1,3311
Serbia,2014-01-01,0,0,1,0,0,1,42
Slovakia,2014-01-01,0,0,1,0,0,1,15
Sweden,2014-01-01,0,0,1,0,0,1,4352
Albania,2015-01-01,0,0,1,0,0,1,111
Austria,2015-01-01,0,0,1,0,0,1,660
Belgium,2015-01-01,0,0,1,0,0,1,2511
Bahamas,2015-01-01,0,0,1,0,0,1,11
Bolivia (Plurinational State of),2015-01-01,0,0,1,0,0,1,38
Switzerland,2015-01-01,0,0,1,0,0,1,166
Costa Rica,2015-01-01,0,0,1,0,0,1,161
Cyprus,2015-01-01,0,0,1,0,0,1,74
Czechia,2015-01-01,0,0,1,0,0,1,361
Spain,2015-01-01,0,0,1,0,0,1,1997
Finland,2015-01-01,0,0,1,0,0,1,370
Greece,2015-01-01,0,0,1,0,0,1,195
Grenada,2015-01-01,0,0,1,0,0,1,0
Ireland,2015-01-01,0,0,1,0,0,1,236
Italy,2015-01-01,0,0,1,0,0,1,2423
Lithuania,2015-01-01,0,0,1,0,0,1,264
"China, Macao Special Administrative Region",2015-01-01,0,0,1,0,0,1,36
Mexico,2015-01-01,0,0,1,0,0,1,432
Netherlands (Kingdom of the),2015-01-01,0,0,1,0,0,1,600
Norway,2015-01-01,0,0,1,0,0,1,163
New Zealand,2015-01-01,0,0,1,0,0,1,147
Poland,2015-01-01,0,0,1,0,0,1,1397
Serbia,2015-01-01,0,0,1,0,0,1,73
Slovakia,2015-01-01,0,0,1,0,0,1,14
Sweden,2015-01-01,0,0,1,0,0,1,2253
Albania,2016-01-01,0,0,1,0,0,1,105
Austria,2016-01-01,0,0,1,0,0,1,835
Azerbaijan,2016-01-01,0,0,1,0,0,1,130
Belgium,2016-01-01,0,0,1,0,0,1,2483
Bahamas,2016-01-01,0,0,1,0,0,1,6
Bolivia (Plurinational State of),2016-01-01,0,0,1,0,0,1,40
Switzerland,2016-01-01,0,0,1,0,0,1,282
Costa Rica,2016-01-01,0,0,1,0,0,1,124
Cyprus,2016-01-01,0,0,1,0,0,1,80
Czechia,2016-01-01,0,0,1,0,0,1,396
Spain,2016-01-01,0,0,1,0,0,1,1814
Finland,2016-01-01,0,0,1,0,0,1,282
France,2016-01-01,0,0,1,0,0,1,7644
Greece,2016-01-01,0,0,1,0,0,1,276
Grenada,2016-01-01,0,0,1,0,0,1,0
Guatemala,2016-01-01,0,0,1,0,0,1,153
Honduras,2016-01-01,0,0,1,0,0,1,51
Croatia,2016-01-01,0,0,1,0,0,1,456
Hungary,2016-01-01,0,0,1,0,0,1,523
Ireland,2016-01-01,0,0,1,0,0,1,316
Italy,2016-01-01,0,0,1,0,0,1,2321
Lithuania,2016-01-01,0,0,1,0,0,1,271
Latvia,2016-01-01,0,0,1,0,0,1,333
"China, Macao Special Administrative Region",2016-01-01,0,0,1,0,0,1,34
Mexico,2016-01-01,0,0,1,0,0,1,1082
Netherlands (Kingdom of the),2016-01-01,0,0,1,0,0,1,455
Norway,2016-01-01,0,0,1,0,0,1,571
New Zealand,2016-01-01,0,0,1,0,0,1,173
Poland,2016-01-01,0,0,1,0,0,1,3071
El Salvador,2016-01-01,0,0,1,0,0,1,67
Serbia,2016-01-01,0,0,1,0,0,1,74
Slovakia,2016-01-01,0,0,1,0,0,1,20
Sweden,2016-01-01,0,0,1,0,0,1,1757
Albania,2017-01-01,0,0,1,0,0,1,121
Austria,2017-01-01,0,0,1,0,0,1,927
Azerbaijan,2017-01-01,0,0,1,0,0,1,140
